,Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (enrolled),Tuition fees up to date,Scholarship holder,Target
3855,6,16.666666666666668,6,1,0,2
3856,5,13.2,6,1,0,2
3857,5,14.375,5,1,1,2
3858,0,0.0,5,1,0,0
3859,1,11.0,5,1,1,0
3860,4,11.75,6,1,0,0
3861,0,0.0,6,1,1,0
3862,6,12.833333333333334,6,1,1,2
3863,6,11.857142857142858,6,1,0,2
3864,2,11.5,6,0,0,0
3865,0,0.0,6,1,0,0
3866,0,0.0,7,1,0,0
3867,7,14.54,8,1,0,2
3868,4,13.0,6,1,0,2
3869,3,11.666666666666666,5,0,0,0
3870,5,14.333333333333334,6,1,0,2
3871,5,11.666666666666666,5,1,1,2
3872,6,12.733333333333334,7,1,0,2
3873,0,0.0,6,0,0,0
3874,0,0.0,5,0,0,0
3875,0,0.0,7,1,0,0
3876,7,13.771428571428572,8,1,0,0
3877,8,14.2,8,1,1,2
3878,6,13.55,7,1,1,2
3879,5,11.166666666666666,5,1,0,2
3880,6,15.285714285714286,6,1,0,2
3881,6,15.0,6,1,1,2
3882,4,10.857142857142858,6,0,0,0
3883,4,11.25,6,1,1,2
3884,7,15.675714285714283,8,1,0,2
3885,6,12.0,6,1,1,2
3886,5,15.0,6,1,1,1
3887,4,10.75,6,1,1,1
3888,5,13.333333333333334,5,1,0,2
3889,8,14.125,8,1,1,2
3890,6,12.5,7,1,0,1
3891,6,13.428571428571429,6,1,0,1
3892,4,12.5,5,1,1,2
3893,2,10.5,5,0,0,0
3894,5,13.82,7,1,0,1
3895,6,13.183333333333332,7,1,1,2
3896,0,0.0,6,1,0,1
3897,8,12.65125,8,1,1,2
3898,5,12.8,6,1,0,2
3899,5,11.25,7,1,0,1
3900,6,13.9,7,1,1,2
3901,3,11.0,6,1,1,1
3902,4,11.857142857142858,5,1,0,1
3903,3,10.666666666666666,5,0,0,0
3904,0,0.0,8,0,0,0
3905,3,11.333333333333334,6,1,1,2
3906,7,13.957142857142856,8,1,1,2
3907,3,13.666666666666666,6,1,0,1
3908,6,15.285714285714286,6,1,1,2
3909,0,0.0,5,1,0,0
3910,5,11.6,6,1,0,1
3911,6,15.5,6,1,0,2
3912,5,11.4,6,1,0,2
3913,4,12.75,5,1,0,2
3914,8,12.22222222222222,9,1,0,0
3915,5,14.0,5,1,0,2
3916,6,13.0,6,1,1,2
3917,6,12.333333333333334,6,1,0,2
3918,3,13.0,5,1,0,1
3919,7,12.91,8,1,0,2
3920,3,11.0,6,1,1,2
3921,8,12.93625,8,1,1,2
3922,6,12.5,6,1,1,2
3923,7,13.0,7,1,1,2
3924,9,11.7,11,1,0,1
3925,0,0.0,5,1,0,1
3926,8,14.34125,8,1,0,2
3927,5,12.0,6,0,0,0
3928,0,0.0,0,1,1,2
3929,4,11.25,6,1,0,1
3930,6,14.166666666666666,6,1,1,2
3931,6,12.857142857142858,6,1,0,2
3932,10,13.4,10,1,0,2
3933,2,10.0,5,1,0,1
3934,0,0.0,6,1,1,0
3935,4,12.5,6,1,0,1
3936,4,11.0,5,1,0,0
3937,2,13.5,6,1,0,1
3938,8,15.127777777777778,8,1,0,2
3939,8,15.0125,8,1,0,2
3940,4,13.375,5,1,0,1
3941,0,0.0,6,1,0,0
3942,4,11.0,6,1,0,2
3943,0,0.0,5,0,0,0
3944,0,0.0,6,0,0,0
3945,6,14.285714285714286,6,1,1,2
3946,0,0.0,0,1,1,2
3947,0,0.0,7,1,0,0
3948,5,13.0,6,1,1,2
3949,5,14.4,5,1,1,2
3950,3,15.333333333333334,6,1,1,0
3951,0,0.0,5,1,0,0
3952,7,14.214285714285714,8,1,1,2
3953,5,12.4,5,1,0,2
3954,1,10.0,6,1,0,0
3955,0,0.0,8,1,0,0
3956,5,12.6,5,1,0,2
3957,4,12.2,5,1,0,2
3958,8,15.75,8,1,0,2
3959,6,14.857142857142858,6,1,1,2
3960,0,0.0,6,0,0,0
3961,17,15.023529411764704,17,1,0,2
3962,6,13.383333333333333,7,1,0,2
3963,10,13.090909090909092,11,1,0,2
3964,2,10.666666666666666,6,0,0,0
3965,8,13.01125,8,1,1,2
3966,4,12.0,6,1,0,0
3967,0,0.0,7,1,1,1
3968,3,12.666666666666666,6,1,0,2
3969,5,11.4,5,1,0,2
3970,5,13.8,6,1,0,2
3971,7,13.65,8,1,0,2
3972,5,11.2,5,1,0,2
3973,8,11.736,8,1,1,2
3974,5,13.428571428571429,5,1,0,2
3975,8,14.511111111111113,8,1,0,2
3976,8,12.6125,8,1,0,2
3977,6,13.8,7,1,1,2
3978,7,15.142857142857142,7,1,1,2
3979,5,12.6,6,1,0,1
3980,6,13.333333333333334,6,1,1,2
3981,6,14.833333333333334,6,1,0,2
3982,7,12.166666666666666,8,1,0,2
3983,6,13.166666666666666,6,1,1,2
3984,0,0.0,6,0,0,0
3985,6,12.666666666666666,6,1,0,2
3986,5,13.0,6,1,0,2
3987,6,15.25,7,1,0,2
3988,3,12.0,5,1,1,2
3989,11,12.090909090909092,13,1,0,2
3990,9,14.88888888888889,10,1,0,2
3991,2,10.5,7,1,0,0
3992,6,12.166666666666666,6,1,1,2
3993,5,11.8,6,0,1,2
3994,9,12.77777777777778,11,1,0,2
3995,0,0.0,5,1,0,0
3996,2,12.0,6,1,0,0
3997,8,12.3,8,1,1,2
3998,3,14.166666666666666,7,0,0,0
3999,8,14.2125,8,1,0,0
4000,0,0.0,5,0,0,0
4001,0,0.0,5,1,0,0
4002,6,13.333333333333334,6,1,0,2
4003,6,13.516666666666666,7,1,1,2
4004,6,13.285714285714286,6,1,1,2
4005,0,0.0,6,1,0,0
4006,6,13.0,6,1,1,2
4007,0,0.0,6,1,0,0
4008,0,0.0,6,0,0,0
4009,0,0.0,5,1,0,0
4010,0,0.0,7,1,0,0
4011,3,10.5,5,1,0,1
4012,0,0.0,6,1,0,0
4013,8,15.52222222222222,8,1,1,2
4014,8,14.8,8,1,1,2
4015,3,12.0,5,1,0,0
4016,4,11.25,6,1,0,0
4017,0,0.0,5,1,1,0
4018,6,14.0,6,1,1,2
4019,8,13.9475,8,1,1,2
4020,0,0.0,5,1,0,0
4021,7,12.285714285714286,7,1,0,2
4022,5,11.25,5,1,1,2
4023,6,12.25,8,1,0,0
4024,2,11.666666666666666,7,1,0,1
4025,5,11.4,5,1,1,1
4026,9,12.7,12,1,0,2
4027,6,13.066666666666668,8,1,0,0
4028,6,13.875,6,1,0,2
4029,0,0.0,7,1,0,0
4030,5,13.2,5,1,0,2
4031,10,12.818181818181818,11,1,1,1
4032,8,13.74625,8,1,0,2
4033,0,0.0,0,1,0,0
4034,0,0.0,6,1,0,0
4035,0,0.0,6,1,0,0
4036,5,14.5,6,1,1,2
4037,5,11.4,6,1,1,1
4038,6,15.285714285714286,6,1,1,2
4039,7,11.857142857142858,7,1,0,2
4040,5,13.6,5,1,0,2
4041,6,13.714285714285714,6,1,0,2
4042,6,12.0,6,1,0,2
4043,7,12.285714285714286,8,1,0,1
4044,6,13.0,6,1,1,2
4045,0,0.0,8,1,0,0
4046,4,13.0,6,1,1,2
4047,7,13.9,8,1,0,2
4048,7,13.817142857142857,8,1,1,2
4049,7,12.875,8,1,1,2
4050,0,0.0,6,1,0,0
4051,6,12.166666666666666,6,1,1,2
4052,3,11.333333333333334,6,0,1,0
4053,6,12.75,6,1,0,1
4054,6,14.571428571428571,6,1,1,2
4055,4,12.0,6,1,0,0
4056,3,12.666666666666666,6,1,0,2
4057,4,13.666666666666666,6,1,0,1
4058,6,12.625,6,1,0,2
4059,0,0.0,6,0,0,0
4060,6,14.833333333333334,6,1,0,2
4061,5,13.285714285714286,5,1,0,2
4062,9,15.555555555555555,9,1,0,2
4063,5,12.75,5,1,1,2
4064,11,11.25,17,1,0,1
4065,5,14.0,6,1,0,1
4066,8,11.95625,8,1,1,2
4067,0,0.0,6,0,0,0
4068,5,12.6,5,1,1,2
4069,6,11.666666666666666,6,1,0,2
4070,8,14.6,8,1,0,2
4071,4,10.0,6,1,0,0
4072,6,13.0,6,1,0,1
4073,6,14.0,6,1,1,2
4074,8,13.0625,8,1,1,2
4075,0,0.0,6,1,0,0
4076,7,13.971428571428572,8,1,1,2
4077,0,0.0,6,1,0,0
4078,5,15.333333333333334,5,1,0,2
4079,5,12.8,6,1,1,1
4080,0,0.0,0,0,1,0
4081,4,11.0,5,1,0,1
4082,4,12.0,6,1,0,1
4083,5,13.142857142857142,5,1,0,2
4084,0,0.0,5,0,0,0
4085,3,14.666666666666666,6,0,0,0
4086,6,13.333333333333334,6,1,1,2
4087,7,13.29,8,1,1,1
4088,9,10.444444444444445,10,1,0,1
4089,1,13.0,7,0,0,0
4090,6,11.166666666666666,6,1,0,2
4091,3,12.6,5,0,0,0
4092,0,0.0,8,1,0,0
4093,6,12.142857142857142,6,1,1,2
4094,6,14.5,6,1,0,2
4095,6,15.433333333333332,7,1,1,2
4096,6,15.5,6,1,1,2
4097,11,11.363636363636363,12,1,0,2
4098,0,0.0,8,1,0,0
4099,0,0.0,6,1,0,0
4100,8,12.625,8,1,0,1
4101,6,12.166666666666666,6,1,0,2
4102,6,12.428571428571429,6,1,1,2
4103,4,11.75,5,1,0,1
4104,6,14.166666666666666,6,1,0,2
4105,5,11.444444444444445,5,1,0,2
4106,5,11.8,6,1,0,2
4107,6,13.78,8,1,0,0
4108,7,15.11,8,1,0,2
4109,5,11.2,6,1,0,2
4110,7,15.798571428571426,8,1,1,2
4111,8,15.599999999999998,8,1,0,2
4112,7,12.16,8,1,0,2
4113,0,0.0,7,1,0,0
4114,6,15.5,6,1,0,2
4115,3,13.333333333333334,6,1,0,1
4116,6,12.5,6,0,0,1
4117,7,14.2,8,1,0,2
4118,5,13.2,5,1,0,2
4119,5,13.666666666666666,6,1,0,2
4120,7,12.485714285714286,8,1,1,2
4121,6,16.285714285714285,6,1,0,2
4122,6,10.166666666666666,6,1,0,2
4123,6,14.716666666666669,7,1,0,2
4124,5,11.4,5,1,1,1
4125,7,11.971428571428572,8,1,1,1
4126,4,13.5,5,1,0,1
4127,6,11.666666666666666,6,1,0,2
4128,6,13.875,10,1,0,2
4129,6,12.666666666666666,7,1,1,2
4130,8,14.44875,8,1,1,2
4131,7,12.084285714285716,8,1,0,2
4132,8,12.2,12,1,0,1
4133,5,11.6,6,1,0,1
4134,6,11.5,6,1,1,2
4135,5,11.0,6,1,0,2
4136,7,11.857142857142858,8,1,1,2
4137,5,13.0,6,1,0,2
4138,4,13.5,6,1,0,0
4139,4,11.4,6,1,1,2
4140,0,0.0,6,1,0,0
4141,1,16.0,3,1,0,0
4142,6,11.0,6,1,0,2
4143,7,12.15,8,1,0,1
4144,8,11.8375,8,1,0,1
4145,0,0.0,6,1,0,0
4146,4,12.5625,7,1,0,0
4147,2,10.0,6,0,1,1
4148,2,11.0,5,1,0,1
4149,12,13.417391304347827,14,1,0,2
4150,6,14.857142857142858,6,1,0,2
4151,5,12.5,6,1,0,2
4152,4,14.8,5,1,0,2
4153,0,0.0,0,1,0,1
4154,3,10.666666666666666,6,1,0,0
4155,6,13.428571428571429,6,1,0,2
4156,7,13.242857142857144,8,1,1,1
4157,2,12.5,5,1,0,0
4158,7,12.05,8,1,1,2
4159,6,13.666666666666666,6,1,1,2
4160,6,12.333333333333334,6,1,1,2
4161,5,11.8,6,0,0,1
4162,3,11.0,6,1,0,0
4163,6,11.0,6,1,0,2
4164,0,0.0,0,1,0,0
4165,8,13.2,8,1,0,2
4166,4,11.8,5,1,1,1
4167,6,13.5,6,1,0,2
4168,4,11.75,6,1,0,2
4169,0,0.0,4,1,0,0
4170,3,11.333333333333334,6,1,0,1
4171,4,11.0,6,1,1,1
4172,1,14.0,5,1,0,1
4173,8,15.0,8,1,1,2
4174,6,13.166666666666666,6,1,1,2
4175,7,12.071428571428571,8,1,0,2
4176,6,12.5,6,1,1,2
4177,5,12.0,6,1,0,1
4178,7,13.2575,8,1,1,2
4179,8,14.51125,8,1,1,2
4180,3,10.666666666666666,6,1,0,1
4181,0,0.0,5,0,0,0
4182,3,11.4,7,1,0,0
4183,5,14.0,5,1,0,2
4184,5,11.4,6,1,0,2
4185,0,0.0,5,1,0,1
4186,4,11.75,5,1,0,1
4187,6,13.0,6,1,0,2
4188,5,11.8,5,1,0,2
4189,8,12.0,12,1,0,2
4190,6,11.833333333333334,10,1,0,0
4191,4,11.5,6,1,0,1
4192,5,11.6,6,1,0,1
4193,4,13.5,6,1,1,2
4194,0,0.0,5,0,0,0
4195,4,12.25,6,1,1,2
4196,7,13.514285714285714,8,1,1,2
4197,6,13.714285714285714,6,1,0,2
4198,4,10.25,6,1,0,1
4199,7,12.744285714285716,8,1,1,2
4200,5,11.8,5,1,0,2
4201,6,11.666666666666666,6,1,0,2
4202,0,0.0,0,1,0,1
4203,6,12.375,6,1,1,2
4204,4,11.5,6,1,0,0
4205,6,13.533333333333331,7,1,0,2
4206,4,14.0,6,1,1,2
4207,8,14.755555555555556,8,1,1,2
4208,0,0.0,0,0,0,0
4209,5,13.0,5,1,0,2
4210,4,13.25,6,1,1,2
4211,6,15.166666666666666,6,1,1,2
4212,6,14.666666666666666,6,1,0,2
4213,5,11.4,6,0,1,2
4214,8,15.6375,8,1,1,2
4215,0,0.0,0,0,0,0
4216,0,0.0,5,0,0,0
4217,6,13.5,6,1,1,2
4218,6,13.333333333333334,6,1,0,1
4219,6,11.833333333333334,6,1,0,2
4220,0,0.0,5,1,0,0
4221,6,16.0,6,1,0,2
4222,6,13.0,6,1,0,2
4223,6,11.833333333333334,6,1,0,2
4224,8,13.927272727272726,8,1,1,2
4225,6,13.5,6,1,0,2
4226,6,11.5,6,1,1,0
4227,6,13.285714285714286,6,1,1,2
4228,5,13.0,6,1,0,1
4229,0,0.0,5,0,1,0
4230,8,14.7375,8,1,0,2
4231,4,12.0,5,1,0,1
4232,4,12.25,6,0,0,0
4233,7,14.992857142857142,8,1,0,2
4234,4,11.25,5,1,0,1
4235,3,11.0,6,1,0,1
4236,6,14.0,6,1,1,2
4237,6,13.016666666666666,7,1,0,1
4238,2,11.5,5,0,0,0
4239,6,14.666666666666666,6,1,0,2
4240,5,13.833333333333334,6,1,0,2
4241,7,13.327142857142857,8,0,0,0
4242,2,11.5,6,0,0,0
4243,6,10.375,6,1,0,1
4244,10,12.727272727272728,11,1,0,0
4245,0,0.0,6,0,0,0
4246,8,11.25,13,0,0,0
4247,6,11.0,6,1,0,2
4248,3,11.666666666666666,7,0,0,0
4249,10,14.2,10,1,0,2
4250,5,11.832,8,0,0,0
4251,0,0.0,5,1,0,0
4252,5,11.6,5,1,0,2
4253,0,0.0,7,0,0,0
4254,4,11.25,5,1,0,0
4255,9,12.555555555555555,11,1,0,0
4256,7,12.412857142857144,8,1,0,2
4257,4,12.75,5,1,0,1
4258,7,12.545714285714286,8,1,0,2
4259,2,14.0,6,1,0,0
4260,0,0.0,6,0,0,0
4261,9,13.0,12,0,0,0
4262,5,13.0,5,1,0,2
4263,1,11.0,5,1,0,0
4264,6,12.666666666666666,6,1,1,2
4265,6,12.428571428571429,6,1,0,2
4266,0,0.0,0,1,0,1
4267,5,12.2,6,1,1,2
4268,4,12.25,5,1,0,0
4269,1,10.0,6,1,0,1
4270,6,12.0,6,1,1,2
4271,5,15.2,5,1,0,0
4272,7,12.514285714285714,8,1,1,2
4273,3,12.666666666666666,5,1,0,1
4274,5,12.6,6,1,0,1
4275,3,12.333333333333334,5,1,0,1
4276,0,0.0,5,0,0,0
4277,3,13.666666666666666,5,1,0,0
4278,6,15.333333333333334,6,1,1,2
4279,0,0.0,6,1,1,0
4280,0,0.0,5,1,0,0
4281,0,0.0,6,1,0,1
4282,3,10.571428571428571,5,1,0,0
4283,0,0.0,5,0,0,0
4284,7,11.857142857142858,7,1,1,1
4285,3,11.0,5,1,0,1
4286,4,13.666666666666666,5,1,0,2
4287,5,11.4,5,1,0,2
4288,2,13.0,6,0,0,0
4289,6,11.166666666666666,6,1,0,2
4290,11,12.181818181818182,13,1,1,2
4291,0,0.0,0,1,0,2
4292,8,13.9125,8,1,0,2
4293,1,11.0,6,1,0,0
4294,12,13.75,13,1,0,2
4295,6,11.0,10,1,0,1
4296,7,12.142857142857142,9,1,1,2
4297,6,13.0,6,1,1,2
4298,0,0.0,5,1,0,0
4299,1,10.0,5,1,0,0
4300,5,12.0,6,1,0,2
4301,0,0.0,0,0,0,0
4302,12,11.833333333333334,14,1,0,0
4303,6,12.0,6,1,0,0
4304,0,0.0,5,1,0,0
4305,5,10.5,5,1,0,0
4306,0,0.0,5,0,0,0
4307,0,0.0,0,1,0,0
4308,0,0.0,0,1,0,0
4309,5,13.2,6,1,0,2
4310,6,13.625,6,1,1,2
4311,1,10.0,5,1,0,1
4312,2,15.0,5,0,0,0
4313,19,12.210526315789474,19,1,0,2
4314,0,0.0,5,1,0,0
4315,2,12.5,6,1,0,0
4316,6,13.571428571428571,6,1,0,2
4317,6,14.0,6,1,1,2
4318,11,15.0,11,0,0,2
4319,6,13.166666666666666,6,1,1,2
4320,4,11.25,5,1,0,1
4321,4,12.0,5,1,0,1
4322,4,11.75,6,0,0,0
4323,0,0.0,5,1,0,0
4324,7,14.4,8,1,1,2
4325,10,12.8,11,1,0,2
4326,5,13.2,6,0,0,0
4327,0,0.0,5,1,0,0
4328,5,13.5,6,1,0,0
4329,6,11.666666666666666,6,1,1,2
4330,0,0.0,6,1,0,0
4331,0,0.0,0,1,0,0
4332,6,11.333333333333334,6,1,0,2
4333,5,11.0,6,1,1,0
4334,6,12.666666666666666,6,1,0,2
4335,2,12.5,5,1,0,1
4336,1,17.0,6,1,0,1
4337,4,13.25,5,1,0,2
4338,4,12.5,5,1,1,1
4339,12,13.291666666666666,14,1,0,2
4340,4,11.5,5,1,0,2
4341,7,14.24,8,1,0,2
4342,3,11.333333333333334,5,1,0,0
4343,6,12.571428571428571,7,1,0,1
4344,5,13.2,6,0,0,0
4345,6,13.333333333333334,6,1,0,2
4346,0,0.0,6,1,0,0
4347,2,10.0,5,1,0,0
4348,8,13.6625,8,1,0,2
4349,7,12.471428571428572,8,1,0,2
4350,5,11.857142857142858,6,1,1,2
4351,6,12.833333333333334,6,1,0,2
4352,6,12.333333333333334,6,1,0,0
4353,0,0.0,0,1,0,2
4354,4,12.8,5,1,0,1
4355,5,14.285714285714286,5,1,0,2
4356,0,0.0,6,1,0,0
4357,3,12.333333333333334,6,0,0,0
4358,1,11.0,6,1,0,0
4359,5,13.4,6,1,0,2
4360,6,11.966666666666669,7,1,0,2
4361,8,13.3475,8,1,0,2
4362,4,12.5,5,1,0,2
4363,0,0.0,6,1,0,0
4364,4,10.75,6,1,0,1
4365,0,0.0,0,1,0,2
4366,4,14.0,6,1,0,2
4367,6,12.0,6,1,0,2
4368,0,0.0,5,0,0,0
4369,6,11.833333333333334,7,1,0,1
4370,0,0.0,0,1,0,2
4371,8,14.925,8,1,0,2
4372,0,0.0,6,1,0,0
4373,6,10.833333333333334,6,1,0,1
4374,7,13.742857142857144,8,1,0,2
4375,0,0.0,5,1,0,0
4376,7,12.11875,8,1,0,2
4377,12,11.333333333333334,14,1,0,0
4378,8,13.25,8,1,1,2
4379,5,13.666666666666666,5,1,0,0
4380,4,11.325,8,1,0,0
4381,0,0.0,5,1,0,1
4382,7,15.0,8,1,0,2
4383,6,15.625,6,1,0,2
4384,4,10.5,6,0,0,0
4385,0,0.0,6,1,0,0
4386,2,12.5,5,1,1,0
4387,5,10.166666666666666,5,0,0,0
4388,12,12.5,12,0,0,0
4389,6,14.142857142857142,6,1,1,2
4390,5,13.0,5,1,0,2
4391,7,12.06375,8,1,0,1
4392,5,11.0,5,1,0,1
4393,3,10.666666666666666,5,1,0,2
4394,8,14.88875,8,1,0,2
4395,5,12.4,6,1,1,0
4396,6,13.333333333333334,6,1,1,2
4397,3,11.666666666666666,6,1,0,1
4398,4,12.25,5,1,1,2
4399,6,14.333333333333334,6,1,1,2
4400,3,13.333333333333334,5,1,0,0
4401,0,0.0,5,1,0,0
4402,6,13.0,6,1,0,1
4403,7,11.2625,8,1,1,2
4404,2,10.5,6,0,0,0
4405,7,14.314285714285717,8,1,1,2
4406,2,11.333333333333334,6,1,0,1
4407,6,13.285714285714286,6,1,0,2
4408,6,11.666666666666666,6,1,0,0
4409,5,14.333333333333334,5,1,0,2
4410,5,12.5,6,1,1,2
4411,3,13.333333333333334,6,1,0,0
4412,5,12.2,6,1,1,1
4413,2,13.0,8,1,0,1
4414,5,11.6,5,1,0,2
4415,3,11.083333333333334,7,0,0,0
4416,12,12.625,14,1,0,2
4417,6,13.5,6,1,1,2
4418,7,13.142857142857142,9,1,0,2
4419,5,12.666666666666666,6,1,0,2
4420,2,11.0,6,0,0,0
4421,1,13.5,8,1,1,0
4422,5,12.0,5,1,1,2
4423,6,13.0,6,1,0,2
